    Year (Census)
    Proportion of populations extant, SE
    Proportion of populations going extinct for the first time in year, SE
    Deterministic growth, Stochastic growth, SE, SD
    Mean population size (across extant populations), SE, SD
    Mean population size (across all populations), SE, SD
    Mean expected heterozygosity, SE, SD
    Mean inbreeding coefficient, SE, SD
    Mean number of alleles, SE, SD
    Mean number of lethal alleles, SE, SD
    Mean time to extinction, SE, SD
    Median time to extinction
    PSVars(1): Mean, SE, SD
Year;PExtant;SE(PExtant);PExtinct;SE(PExtinct);r-det;r-stoch;SE(r);SD(r);Nextant;SE(Nextant);SD(Nextant);Nall;SE(Nall);SD(Nall);Het;SE(Het);SD(Het);Inbr;SE(Inbr);SD(Inbr);Nalleles;SE(Nalleles);SD(Nalleles);Nlethals;SE(Nlethals);SD(Nlethals);TE;SE(TE);SD(TE);medTE;PSvar1;SE(PSvar1);SD(PSvar1)
8; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0037; 0.0064; 0.2039; 100.95; 1.38; 43.74; 100.95; 1.38; 43.74; 0.5371; 0.0004; 0.0111; 0.4612; 0.0005; 0.0146; 4.68; 0.01; 0.22; 7.54; 0.01; 0.42; 0.00; 0.00; 0.00; 0; 0.1516; 0.0001; 0.0016
9; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; 0.0079; 0.0065; 0.2057; 102.06; 1.44; 45.43; 102.06; 1.44; 45.43; 0.5361; 0.0004; 0.0113; 0.4607; 0.0005; 0.0145; 4.66; 0.01; 0.23; 7.53; 0.01; 0.44; 0.00; 0.00; 0.00; 0; 0.1521; 0.0001; 0.0018
10; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0152; 0.0072; 0.2271; 101.34; 1.50; 47.43; 101.34; 1.50; 47.43; 0.5352; 0.0004; 0.0117; 0.4606; 0.0005; 0.0150; 4.62; 0.01; 0.24; 7.54; 0.01; 0.45; 0.00; 0.00; 0.00; 0; 0.1526; 0.0001; 0.0019
11; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0167; 0.0065; 0.2056; 99.70; 1.53; 48.25; 99.70; 1.53; 48.25; 0.5339; 0.0004; 0.0124; 0.4611; 0.0005; 0.0152; 4.59; 0.01; 0.25; 7.54; 0.01; 0.47; 0.00; 0.00; 0.00; 0; 0.1532; 0.0001; 0.0021
12; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0095; 0.0065; 0.2052; 99.29; 1.56; 49.47; 99.29; 1.56; 49.47; 0.5328; 0.0004; 0.0130; 0.4613; 0.0005; 0.0156; 4.56; 0.01; 0.27; 7.52; 0.02; 0.48; 0.00; 0.00; 0.00; 0; 0.1539; 0.0001; 0.0024
13; 1.0000; 0.0000; 0.0000; 0.0000; 0.0008; -0.0156; 0.0065; 0.2052; 97.78; 1.58; 50.00; 97.78; 1.58; 50.00; 0.5320; 0.0004; 0.0133; 0.4609; 0.0005; 0.0161; 4.53; 0.01; 0.28; 7.50; 0.02; 0.49; 0.00; 0.00; 0.00; 0; 0.1545; 0.0001; 0.0024
14; 0.9990; 0.0010; 0.0010; 0.0010; 0.0008; -0.0323; 0.0069; 0.2187; 95.52; 1.61; 50.89; 95.43; 1.61; 50.94; 0.5306; 0.0004; 0.0140; 0.4618; 0.0005; 0.0162; 4.49; 0.01; 0.30; 7.49; 0.02; 0.51; 14.00; 0.00; 0.00; 0; 0.1554; 0.0001; 0.0029
15; 0.9990; 0.0010; 0.0010; 0.0010; 0.0008; -0.0083; 0.0065; 0.2068; 95.24; 1.63; 51.55; 95.15; 1.63; 51.60; 0.5296; 0.0005; 0.0148; 0.4619; 0.0005; 0.0170; 4.46; 0.01; 0.32; 7.48; 0.02; 0.56; 14.50; 0.50; 0.71; 0; 0.1561; 0.0001; 0.0031
16; 0.9990; 0.0010; 0.0000; 0.0000; 0.0008; -0.0381; 0.0071; 0.2254; 92.39; 1.64; 51.75; 92.31; 1.64; 51.80; 0.5286; 0.0005; 0.0155; 0.4617; 0.0005; 0.0174; 4.43; 0.01; 0.34; 7.45; 0.02; 0.59; 14.50; 0.50; 0.71; 0; 0.1570; 0.0001; 0.0039
17; 0.9980; 0.0014; 0.0010; 0.0010; 0.0008; -0.0328; 0.0068; 0.2147; 90.74; 1.67; 52.66; 90.57; 1.67; 52.74; 0.5269; 0.0006; 0.0179; 0.4623; 0.0006; 0.0180; 4.39; 0.01; 0.37; 7.45; 0.02; 0.61; 15.33; 0.88; 1.53; 0; 0.1577; 0.0001; 0.0040
18; 0.9960; 0.0020; 0.0030; 0.0017; 0.0008; -0.0414; 0.0069; 0.2165; 88.24; 1.67; 52.76; 87.90; 1.67; 52.93; 0.5257; 0.0006; 0.0187; 0.4633; 0.0006; 0.0191; 4.36; 0.01; 0.39; 7.43; 0.02; 0.62; 16.67; 0.71; 1.75; 0; 0.1586; 0.0002; 0.0048
19; 0.9940; 0.0024; 0.0020; 0.0014; 0.0008; -0.0506; 0.0070; 0.2218; 84.83; 1.66; 52.18; 84.34; 1.66; 52.41; 0.5240; 0.0007; 0.0222; 0.4634; 0.0006; 0.0201; 4.32; 0.01; 0.42; 7.43; 0.02; 0.65; 17.25; 0.65; 1.83; 0; 0.1595; 0.0002; 0.0054
20; 0.9920; 0.0028; 0.0030; 0.0017; 0.0008; -0.0383; 0.0073; 0.2310; 83.16; 1.67; 52.46; 82.51; 1.67; 52.74; 0.5220; 0.0008; 0.0248; 0.4642; 0.0007; 0.0214; 4.27; 0.01; 0.46; 7.41; 0.02; 0.69; 18.00; 0.60; 2.00; 0; 0.1605; 0.0002; 0.0066
21; 0.9930; 0.0026; 0.0020; 0.0014; 0.0008; -0.0524; 0.0075; 0.2367; 80.25; 1.68; 52.80; 79.70; 1.68; 53.01; 0.5195; 0.0011; 0.0344; 0.4659; 0.0009; 0.0276; 4.22; 0.02; 0.51; 7.39; 0.02; 0.73; 18.46; 0.60; 2.15; 0; 0.1612; 0.0003; 0.0083
22; 0.9910; 0.0030; 0.0020; 0.0014; 0.0008; -0.0394; 0.0071; 0.2243; 77.98; 1.65; 51.83; 77.31; 1.65; 52.08; 0.5180; 0.0012; 0.0365; 0.4665; 0.0010; 0.0331; 4.18; 0.02; 0.54; 7.36; 0.02; 0.78; 18.93; 0.61; 2.34; 0; 0.1619; 0.0003; 0.0097
23; 0.9840; 0.0040; 0.0080; 0.0028; 0.0008; -0.0561; 0.0073; 0.2279; 76.01; 1.66; 52.21; 74.82; 1.66; 52.63; 0.5148; 0.0014; 0.0455; 0.4680; 0.0012; 0.0388; 4.14; 0.02; 0.59; 7.32; 0.03; 0.83; 20.35; 0.57; 2.72; 0; 0.1632; 0.0005; 0.0152
24; 0.9820; 0.0042; 0.0050; 0.0022; 0.0008; -0.0676; 0.0076; 0.2393; 72.54; 1.65; 51.82; 71.26; 1.65; 52.22; 0.5126; 0.0016; 0.0499; 0.4691; 0.0014; 0.0457; 4.09; 0.02; 0.62; 7.29; 0.03; 0.91; 21.00; 0.54; 2.84; 0; 0.1637; 0.0005; 0.0159
25; 0.9750; 0.0049; 0.0060; 0.0024; 0.0008; -0.0593; 0.0079; 0.2474; 70.94; 1.68; 52.32; 69.20; 1.67; 52.79; 0.5090; 0.0019; 0.0585; 0.4709; 0.0017; 0.0545; 4.03; 0.02; 0.68; 7.24; 0.03; 0.99; 21.71; 0.51; 3.00; 0; 0.1639; 0.0006; 0.0185
26; 0.9700; 0.0054; 0.0070; 0.0026; 0.0008; -0.0758; 0.0081; 0.2512; 68.02; 1.66; 51.72; 66.02; 1.65; 52.19; 0.5053; 0.0021; 0.0650; 0.4732; 0.0019; 0.0605; 3.97; 0.02; 0.72; 7.18; 0.03; 1.07; 22.44; 0.50; 3.18; 0; 0.1650; 0.0007; 0.0212
27; 0.9560; 0.0065; 0.0120; 0.0034; 0.0008; -0.0608; 0.0076; 0.2346; 66.41; 1.67; 51.56; 63.53; 1.65; 52.17; 0.4996; 0.0025; 0.0776; 0.4762; 0.0023; 0.0720; 3.90; 0.03; 0.80; 7.11; 0.04; 1.23; 23.47; 0.47; 3.39; 0; 0.1651; 0.0008; 0.0239
28; 0.9420; 0.0074; 0.0170; 0.0041; 0.0008; -0.0654; 0.0084; 0.2582; 64.22; 1.66; 50.99; 60.57; 1.63; 51.63; 0.4941; 0.0028; 0.0889; 0.4821; 0.0027; 0.0850; 3.83; 0.03; 0.87; 7.00; 0.04; 1.36; 24.57; 0.42; 3.53; 0; 0.1650; 0.0009; 0.0293
29; 0.9340; 0.0079; 0.0090; 0.0030; 0.0008; -0.0793; 0.0087; 0.2646; 61.60; 1.65; 50.28; 57.62; 1.61; 50.84; 0.4915; 0.0028; 0.0901; 0.4832; 0.0027; 0.0856; 3.77; 0.03; 0.89; 6.99; 0.04; 1.39; 25.08; 0.41; 3.61; 0; 0.1658; 0.0009; 0.0281
30; 0.9200; 0.0086; 0.0180; 0.0042; 0.0008; -0.0801; 0.0086; 0.2610; 59.66; 1.66; 50.30; 55.01; 1.61; 50.76; 0.4857; 0.0031; 0.0982; 0.4853; 0.0030; 0.0941; 3.70; 0.03; 0.94; 6.92; 0.05; 1.47; 25.99; 0.38; 3.78; 0; 0.1662; 0.0010; 0.0323
31; 0.9050; 0.0093; 0.0190; 0.0043; 0.0008; -0.0548; 0.0078; 0.2338; 58.76; 1.68; 50.61; 53.28; 1.61; 51.03; 0.4784; 0.0035; 0.1103; 0.4914; 0.0034; 0.1062; 3.63; 0.03; 1.01; 6.81; 0.05; 1.62; 26.81; 0.36; 3.93; 0; 0.1658; 0.0012; 0.0364
32; 0.8950; 0.0097; 0.0180; 0.0042; 0.0008; -0.0770; 0.0097; 0.2916; 55.98; 1.64; 49.05; 50.23; 1.56; 49.35; 0.4711; 0.0038; 0.1199; 0.4968; 0.0037; 0.1172; 3.56; 0.03; 1.07; 6.72; 0.06; 1.75; 27.51; 0.35; 4.06; 0; 0.1651; 0.0013; 0.0397
33; 0.8830; 0.0102; 0.0150; 0.0038; 0.0008; -0.0932; 0.0088; 0.2614; 53.64; 1.64; 48.76; 47.47; 1.54; 48.85; 0.4621; 0.0041; 0.1312; 0.5045; 0.0041; 0.1311; 3.46; 0.04; 1.14; 6.59; 0.06; 1.91; 28.06; 0.34; 4.19; 0; 0.1634; 0.0014; 0.0435
34; 0.8650; 0.0108; 0.0120; 0.0034; 0.0008; -0.0860; 0.0095; 0.2797; 51.65; 1.60; 47.12; 44.81; 1.49; 47.13; 0.4554; 0.0044; 0.1381; 0.5106; 0.0044; 0.1386; 3.39; 0.04; 1.18; 6.49; 0.06; 2.00; 28.50; 0.34; 4.32; 0; 0.1634; 0.0015; 0.0472
35; 0.8530; 0.0112; 0.0190; 0.0043; 0.0008; -0.0950; 0.0096; 0.2804; 49.19; 1.59; 46.36; 42.08; 1.46; 46.12; 0.4471; 0.0046; 0.1459; 0.5161; 0.0047; 0.1472; 3.30; 0.04; 1.23; 6.42; 0.07; 2.12; 29.19; 0.34; 4.55; 0; 0.1627; 0.0016; 0.0511
36; 0.8300; 0.0119; 0.0210; 0.0045; 0.0008; -0.0782; 0.0097; 0.2804; 47.57; 1.58; 45.55; 39.63; 1.42; 45.06; 0.4374; 0.0049; 0.1544; 0.5261; 0.0049; 0.1564; 3.22; 0.04; 1.28; 6.30; 0.07; 2.25; 29.90; 0.34; 4.79; 0; 0.1609; 0.0017; 0.0544
37; 0.8010; 0.0126; 0.0220; 0.0046; 0.0008; -0.0910; 0.0093; 0.2636; 46.25; 1.56; 44.21; 37.21; 1.38; 43.52; 0.4262; 0.0052; 0.1645; 0.5346; 0.0053; 0.1688; 3.12; 0.04; 1.34; 6.13; 0.08; 2.37; 30.60; 0.34; 5.01; 0; 0.1584; 0.0018; 0.0581
38; 0.7790; 0.0131; 0.0260; 0.0050; 0.0008; -0.1032; 0.0103; 0.2875; 44.45; 1.54; 43.01; 34.81; 1.33; 42.06; 0.4160; 0.0055; 0.1730; 0.5433; 0.0057; 0.1801; 3.02; 0.04; 1.39; 5.99; 0.08; 2.52; 31.37; 0.33; 5.26; 0; 0.1562; 0.0020; 0.0623
39; 0.7610; 0.0135; 0.0250; 0.0049; 0.0008; -0.1088; 0.0106; 0.2906; 41.80; 1.49; 41.05; 32.00; 1.26; 39.85; 0.4076; 0.0056; 0.1763; 0.5481; 0.0058; 0.1847; 2.94; 0.04; 1.41; 5.90; 0.08; 2.59; 32.07; 0.33; 5.47; 0; 0.1553; 0.0020; 0.0640
40; 0.7470; 0.0137; 0.0260; 0.0050; 0.0008; -0.0859; 0.0108; 0.2954; 40.03; 1.46; 39.90; 30.07; 1.22; 38.50; 0.3968; 0.0058; 0.1849; 0.5593; 0.0062; 0.1959; 2.84; 0.05; 1.45; 5.75; 0.09; 2.73; 32.76; 0.33; 5.69; 0; 0.1521; 0.0022; 0.0682
41; 0.7080; 0.0144; 0.0380; 0.0060; 0.0008; -0.0989; 0.0106; 0.2817; 39.73; 1.51; 40.22; 28.30; 1.21; 38.24; 0.3805; 0.0061; 0.1937; 0.5702; 0.0065; 0.2066; 2.72; 0.05; 1.50; 5.61; 0.09; 2.86; 33.68; 0.32; 5.96; 0; 0.1496; 0.0023; 0.0727
42; 0.6850; 0.0147; 0.0250; 0.0049; 0.0008; -0.1027; 0.0106; 0.2771; 38.37; 1.51; 39.50; 26.46; 1.17; 37.11; 0.3684; 0.0063; 0.1992; 0.5816; 0.0068; 0.2136; 2.61; 0.05; 1.53; 5.45; 0.09; 2.97; 34.26; 0.32; 6.12; 0; 0.1469; 0.0024; 0.0766
43; 0.6570; 0.0150; 0.0260; 0.0050; 0.0008; -0.1063; 0.0128; 0.3281; 36.95; 1.50; 38.56; 24.45; 1.13; 35.72; 0.3508; 0.0066; 0.2089; 0.6025; 0.0071; 0.2252; 2.48; 0.05; 1.58; 5.19; 0.10; 3.08; 34.84; 0.32; 6.31; 0; 0.1418; 0.0026; 0.0824
44; 0.6280; 0.0153; 0.0260; 0.0050; 0.0008; -0.0969; 0.0116; 0.2904; 36.10; 1.53; 38.25; 22.84; 1.10; 34.86; 0.3395; 0.0067; 0.2114; 0.6107; 0.0073; 0.2304; 2.39; 0.05; 1.59; 5.06; 0.10; 3.13; 35.41; 0.32; 6.50; 0; 0.1393; 0.0026; 0.0832
45; 0.6070; 0.0154; 0.0210; 0.0045; 0.0008; -0.1022; 0.0121; 0.2970; 35.29; 1.59; 39.21; 21.59; 1.11; 34.97; 0.3276; 0.0068; 0.2153; 0.6219; 0.0075; 0.2371; 2.29; 0.05; 1.61; 4.86; 0.10; 3.19; 35.88; 0.32; 6.66; 0; 0.1354; 0.0027; 0.0858
46; 0.5760; 0.0156; 0.0270; 0.0051; 0.0008; -0.0889; 0.0116; 0.2791; 34.70; 1.60; 38.35; 20.15; 1.07; 33.68; 0.3109; 0.0070; 0.2214; 0.6413; 0.0077; 0.2442; 2.17; 0.05; 1.64; 4.60; 0.10; 3.27; 36.47; 0.32; 6.89; 0; 0.1300; 0.0028; 0.0897
47; 0.5460; 0.0157; 0.0230; 0.0047; 0.0008; -0.1071; 0.0132; 0.3073; 33.51; 1.61; 37.53; 18.45; 1.02; 32.28; 0.2929; 0.0072; 0.2277; 0.6654; 0.0079; 0.2506; 2.04; 0.05; 1.66; 4.29; 0.11; 3.32; 36.97; 0.32; 7.08; 0; 0.1217; 0.0029; 0.0921
48; 0.5110; 0.0158; 0.0280; 0.0052; 0.0008; -0.1221; 0.0139; 0.3149; 33.34; 1.65; 37.38; 17.22; 0.99; 31.39; 0.2796; 0.0072; 0.2287; 0.6748; 0.0081; 0.2559; 1.94; 0.05; 1.66; 4.12; 0.11; 3.36; 37.57; 0.32; 7.33; 48; 0.1192; 0.0030; 0.0952
49; 0.4840; 0.0158; 0.0310; 0.0055; 0.0008; -0.1111; 0.0135; 0.2971; 32.43; 1.68; 37.02; 15.88; 0.96; 30.34; 0.2669; 0.0073; 0.2296; 0.6883; 0.0082; 0.2596; 1.84; 0.05; 1.66; 3.91; 0.11; 3.36; 38.22; 0.33; 7.60; 48; 0.1136; 0.0030; 0.0955
50; 0.4610; 0.0158; 0.0270; 0.0051; 0.0008; -0.1126; 0.0154; 0.3304; 31.28; 1.71; 36.61; 14.61; 0.92; 29.25; 0.2536; 0.0073; 0.2307; 0.7051; 0.0082; 0.2599; 1.74; 0.05; 1.65; 3.72; 0.11; 3.39; 38.77; 0.33; 7.82; 48; 0.1088; 0.0030; 0.0964
51; 0.4350; 0.0157; 0.0260; 0.0050; 0.0008; -0.0840; 0.0148; 0.3080; 30.21; 1.68; 35.10; 13.34; 0.87; 27.48; 0.2439; 0.0073; 0.2298; 0.7150; 0.0082; 0.2594; 1.67; 0.05; 1.64; 3.58; 0.11; 3.38; 39.30; 0.33; 8.05; 48; 0.1062; 0.0031; 0.0975
52; 0.4080; 0.0155; 0.0270; 0.0051; 0.0008; -0.1350; 0.0162; 0.3267; 28.84; 1.62; 32.71; 11.95; 0.80; 25.16; 0.2299; 0.0072; 0.2284; 0.7277; 0.0083; 0.2612; 1.56; 0.05; 1.62; 3.43; 0.11; 3.42; 39.85; 0.33; 8.29; 48; 0.1023; 0.0031; 0.0993
53; 0.3740; 0.0153; 0.0240; 0.0048; 0.0008; -0.1344; 0.0169; 0.3258; 28.34; 1.65; 31.92; 10.77; 0.75; 23.78; 0.2128; 0.0072; 0.2265; 0.7453; 0.0083; 0.2614; 1.44; 0.05; 1.60; 3.18; 0.11; 3.37; 40.34; 0.33; 8.50; 48; 0.0957; 0.0031; 0.0990
54; 0.3580; 0.0152; 0.0230; 0.0047; 0.0008; -0.1166; 0.0185; 0.3495; 26.53; 1.61; 30.42; 9.65; 0.70; 22.14; 0.1996; 0.0071; 0.2258; 0.7627; 0.0082; 0.2605; 1.35; 0.05; 1.58; 2.96; 0.11; 3.35; 40.81; 0.34; 8.72; 48; 0.0893; 0.0031; 0.0988
55; 0.3340; 0.0149; 0.0250; 0.0049; 0.0008; -0.1220; 0.0171; 0.3112; 25.55; 1.60; 29.28; 8.68; 0.65; 20.71; 0.1864; 0.0070; 0.2229; 0.7785; 0.0081; 0.2567; 1.26; 0.05; 1.55; 2.76; 0.10; 3.31; 41.32; 0.34; 8.96; 48; 0.0846; 0.0031; 0.0989
56; 0.3120; 0.0147; 0.0130; 0.0036; 0.0008; -0.1192; 0.0164; 0.2892; 24.79; 1.60; 28.20; 7.88; 0.61; 19.43; 0.1784; 0.0069; 0.2188; 0.7830; 0.0081; 0.2574; 1.19; 0.05; 1.52; 2.69; 0.10; 3.28; 41.58; 0.34; 9.09; 48; 0.0832; 0.0031; 0.0994
57; 0.2900; 0.0143; 0.0210; 0.0045; 0.0008; -0.1203; 0.0176; 0.3005; 24.20; 1.62; 27.64; 7.17; 0.58; 18.44; 0.1668; 0.0068; 0.2154; 0.7957; 0.0081; 0.2553; 1.11; 0.05; 1.49; 2.53; 0.10; 3.26; 42.03; 0.34; 9.32; 48; 0.0785; 0.0031; 0.0988
58; 0.2730; 0.0141; 0.0240; 0.0048; 0.0008; -0.1375; 0.0187; 0.3090; 23.03; 1.64; 27.02; 6.43; 0.55; 17.39; 0.1556; 0.0067; 0.2118; 0.8104; 0.0079; 0.2505; 1.03; 0.05; 1.45; 2.32; 0.10; 3.17; 42.54; 0.35; 9.59; 48; 0.0737; 0.0031; 0.0981
59; 0.2560; 0.0138; 0.0210; 0.0045; 0.0008; -0.0961; 0.0208; 0.3330; 21.83; 1.60; 25.57; 5.72; 0.51; 16.02; 0.1435; 0.0066; 0.2079; 0.8269; 0.0077; 0.2429; 0.96; 0.05; 1.43; 2.13; 0.10; 3.09; 42.98; 0.35; 9.83; 48; 0.0680; 0.0030; 0.0957
60; 0.2400; 0.0135; 0.0180; 0.0042; 0.0008; -0.0771; 0.0209; 0.3240; 21.41; 1.69; 26.23; 5.28; 0.50; 15.72; 0.1369; 0.0065; 0.2040; 0.8325; 0.0077; 0.2423; 0.91; 0.04; 1.38; 2.02; 0.09; 3.00; 43.37; 0.36; 10.04; 48; 0.0660; 0.0030; 0.0958
61; 0.2100; 0.0129; 0.0190; 0.0043; 0.0008; -0.1148; 0.0214; 0.3103; 21.73; 1.81; 26.28; 4.70; 0.47; 14.90; 0.1248; 0.0063; 0.1984; 0.8457; 0.0075; 0.2384; 0.82; 0.04; 1.34; 1.86; 0.09; 2.95; 43.78; 0.36; 10.28; 48; 0.0606; 0.0030; 0.0941
62; 0.1990; 0.0126; 0.0110; 0.0033; 0.0008; -0.1212; 0.0225; 0.3163; 20.70; 1.84; 25.99; 4.24; 0.45; 14.20; 0.1155; 0.0061; 0.1930; 0.8564; 0.0073; 0.2319; 0.76; 0.04; 1.30; 1.72; 0.09; 2.86; 44.02; 0.36; 10.42; 48; 0.0569; 0.0029; 0.0922
63; 0.1850; 0.0123; 0.0140; 0.0037; 0.0008; -0.1187; 0.0226; 0.3070; 19.91; 1.90; 25.85; 3.78; 0.43; 13.50; 0.1061; 0.0059; 0.1869; 0.8674; 0.0072; 0.2262; 0.70; 0.04; 1.26; 1.57; 0.09; 2.74; 44.34; 0.37; 10.62; 48; 0.0533; 0.0029; 0.0921
64; 0.1690; 0.0119; 0.0150; 0.0038; 0.0008; -0.1256; 0.0258; 0.3350; 19.07; 1.98; 25.77; 3.33; 0.40; 12.74; 0.0972; 0.0057; 0.1812; 0.8787; 0.0069; 0.2192; 0.64; 0.04; 1.22; 1.45; 0.08; 2.68; 44.68; 0.37; 10.84; 48; 0.0494; 0.0029; 0.0905
65; 0.1500; 0.0113; 0.0160; 0.0040; 0.0008; -0.1539; 0.0237; 0.2888; 18.61; 1.99; 24.43; 2.90; 0.36; 11.52; 0.0893; 0.0055; 0.1751; 0.8886; 0.0067; 0.2129; 0.58; 0.04; 1.17; 1.33; 0.08; 2.60; 45.06; 0.38; 11.08; 48; 0.0448; 0.0027; 0.0866
66; 0.1410; 0.0110; 0.0110; 0.0033; 0.0008; -0.1215; 0.0319; 0.3788; 17.01; 1.94; 22.98; 2.49; 0.33; 10.43; 0.0820; 0.0054; 0.1693; 0.8974; 0.0065; 0.2066; 0.53; 0.04; 1.12; 1.20; 0.08; 2.48; 45.32; 0.38; 11.25; 48; 0.0405; 0.0026; 0.0819
67; 0.1280; 0.0106; 0.0080; 0.0028; 0.0008; -0.0814; 0.0276; 0.3120; 17.17; 2.09; 23.66; 2.29; 0.32; 10.20; 0.0754; 0.0052; 0.1637; 0.9046; 0.0064; 0.2024; 0.49; 0.03; 1.07; 1.13; 0.08; 2.47; 45.52; 0.38; 11.39; 48; 0.0375; 0.0025; 0.0800
68; 0.1160; 0.0101; 0.0090; 0.0030; 0.0008; -0.1210; 0.0328; 0.3513; 17.22; 2.19; 23.56; 2.08; 0.31; 9.70; 0.0695; 0.0050; 0.1571; 0.9106; 0.0062; 0.1962; 0.45; 0.03; 1.03; 1.05; 0.08; 2.39; 45.74; 0.39; 11.55; 48; 0.0356; 0.0025; 0.0782
69; 0.1020; 0.0096; 0.0120; 0.0034; 0.0008; -0.0946; 0.0409; 0.4130; 16.72; 2.42; 24.45; 1.78; 0.29; 9.27; 0.0601; 0.0047; 0.1478; 0.9233; 0.0058; 0.1833; 0.39; 0.03; 0.98; 0.88; 0.07; 2.18; 46.05; 0.39; 11.78; 48; 0.0311; 0.0024; 0.0747
70; 0.0980; 0.0094; 0.0060; 0.0024; 0.0008; -0.1158; 0.0404; 0.4001; 15.73; 2.50; 24.73; 1.61; 0.28; 9.01; 0.0580; 0.0046; 0.1448; 0.9256; 0.0057; 0.1809; 0.37; 0.03; 0.94; 0.89; 0.07; 2.25; 46.21; 0.39; 11.90; 48; 0.0304; 0.0023; 0.0740
71; 0.0860; 0.0089; 0.0100; 0.0031; 0.0008; -0.1233; 0.0345; 0.3203; 15.84; 2.71; 25.09; 1.43; 0.27; 8.56; 0.0524; 0.0044; 0.1385; 0.9319; 0.0055; 0.1755; 0.33; 0.03; 0.90; 0.77; 0.06; 2.05; 46.47; 0.40; 12.11; 48; 0.0279; 0.0023; 0.0726
