UniqueID,Location,LocalID,Inbreeding,BirthDate,DeathDate,AgeDays
111,JERSEY,B1251,0,25/09/1981,24/10/1981,29
112,BLACKRIVE,122,0,28/09/1981,12/08/1984,1049
114,JERSEY,B2361,0,11/10/1981,27/06/1994,4642
122,NY BRONX,822139,0,09/11/1981,26/03/1984,868
126,BLACKRIVE,123,0,24/11/1981,16/05/1982,173
127,JERSEY,B1252,0,24/11/1981,04/12/1981,10
128,BLACKRIVE,124,0,15/12/1981,03/11/1985,1419
129,JERSEY,B1253,0,17/12/1981,18/12/1981,1
135,NY BRONX,822137,0,01/02/1982,28/04/1987,1912
136,ST LOUIS,920106,0,03/02/1982,11/03/1993,4054
140,JERSEY,B1254,0,06/04/1982,13/04/1982,7
141,PAIGNTON,1551,0,08/05/1982,14/06/1992,3690
142,JERSEY,B1255,0,08/05/1982,15/05/1982,7
143,TWYCROSS,B222,0,13/05/1982,08/01/2001,6815
144,JERSEY,B763,0,13/05/1982,04/09/1988,2306
145,JERSEY,B767,0,10/06/1982,12/09/1982,94
148,ST LOUIS,186167,0,25/07/1982,30/08/1988,2228
155,JERSEY,B2360,0,22/09/1982,05/10/1991,3300
160,JERSEY,B849,0,05/01/1983,23/08/1984,596
161,JERSEY,B2617,0.0625,26/01/1983,07/08/1995,4576
163,JERSEY,B1256,0,22/03/1983,23/03/1983,1
164,JERSEY,B1257,0,02/04/1983,05/04/1983,3
167,JERSEY,B850,0,18/04/1983,23/08/1984,493
168,JERSEY,B1258,0.0625,27/04/1983,28/04/1983,1
169,JERSEY,B1259,0.0625,02/05/1983,04/05/1983,2
170,JERSEY,B1260,0.0625,03/05/1983,05/05/1983,2
171,JERSEY,B1261,0,12/05/1983,10/06/1983,29
172,JERSEY,B1262,0.0625,18/05/1983,26/05/1983,8
173,JERSEY,B1263,0,04/06/1983,13/06/1983,9
174,BLACKRIVE,______,0,11/06/1983,28/01/1994,3884
177,JERSEY,B1264,0.0625,04/07/1983,07/07/1983,3
178,PLAINE LI,______,0,05/07/1983,14/10/1989,2293
179,JERSEY,B1265,0,13/07/1983,18/08/1983,36
180,JERSEY,B1266,0,13/07/1983,15/07/1983,2
183,JERSEY,B1267,0,29/07/1983,29/07/1983,0
184,JERSEY,B1268,0.0625,31/07/1983,28/08/1983,28
185,PAIGNTON,1548,0,05/08/1983,17/10/2005,8109
188,PAIGNTON,378,0.0625,24/09/1983,18/09/1994,4012
189,JERSEY,B1269,0.0625,10/09/1983,12/09/1983,2
191,J.E.COOPE,NONE,0,19/09/1983,28/05/1987,1347
192,LOTHERTON,EX0031,0.0625,26/09/1983,08/06/2000,6100
193,JERSEY,B1270,0,28/09/1983,03/10/1983,5
199,HOGLE,980061,0.0625,31/10/1983,29/01/2000,5934
200,JERSEY,B1271,0.0625,01/11/1983,21/11/1983,20
201,JERSEY,B1272,0,11/11/1983,15/11/1983,4
202,JERSEY,B1273,0.0625,14/11/1983,16/11/1983,2
206,BLACKRIVE,132,0,05/12/1983,31/08/1984,270
207,JERSEY,B1274,0.125,17/12/1983,17/12/1983,0
211,JERSEY,B1275,0.0625,23/12/1983,30/12/1983,7
212,JERSEY,B1276,0.0625,24/12/1983,30/12/1983,6
224,CHESTER,2632,0,07/07/1984,28/12/1989,2000
225,JERSEY,B1277,0,07/07/1984,11/07/1984,4
226,JERSEY,B1278,0.0625,07/07/1984,14/07/1984,7
227,JERSEY,B1279,0,09/07/1984,11/07/1984,2
228,JERSEY,B1280,0.0625,01/08/1984,02/08/1984,1
230,JERSEY,B1281,0.0625,09/08/1984,11/08/1984,2
233,PLAINE LI,______,0,01/09/1984,12/04/1992,2780
238,BLACKRIVE,144,0,13/09/1984,17/03/1989,1646
241,JERSEY,B2618,0.125,01/10/1984,27/01/1995,3770
249,JERSEY,B1282,0.0625,21/12/1984,27/12/1984,6
251,BLACKRIVE,353,0,03/02/1985,17/03/1989,1503
252,BLACKRIVE,354,0,14/02/1985,01/10/1990,2055
253,JERSEY,B1283,0.0625,24/02/1985,26/02/1985,2
256,JERSEY,B1067,0.0625,30/03/1985,29/04/1985,30
257,JERSEY,B1284,0.0625,31/03/1985,02/04/1985,2
259,JERSEY,B1068,0.0625,08/04/1985,25/03/1987,716
260,JERSEY,B1069,0.0625,09/04/1985,19/05/1985,40
264,J.E.COOPE,NONE,0,01/05/1985,28/05/1987,757
265,JERSEY,B1285,0.0625,05/05/1985,06/05/1985,1
266,JERSEY,B1090,0.0625,08/05/1985,25/03/1990,1782
272,HOUSTON,6497,0.125,12/07/1985,10/02/1989,1309
274,BROWNSVIL,5518,0.1094,15/07/1985,12/07/2001,5841
276,JERSEY,B1155,0.0625,05/09/1985,01/11/1985,57
282,JERSEY,B1435,0,28/09/1985,17/06/1987,627
287,BLACKRIVE,368,0,16/11/1985,24/10/1988,1073
290,JERSEY,B1436,0,23/11/1985,23/05/1987,546
293,CHESTER,2961,0.0313,04/01/1986,12/06/1989,1255
300,JERSEY,B1446,0.0625,08/06/1986,12/06/1986,4
301,JERSEY,B1410,0.0625,10/06/1986,10/06/1986,0
302,JERSEY,B1442,0.0625,15/06/1986,07/01/1988,571
304,CHESTER,3633,0.0625,25/06/1986,19/03/1993,2459
305,JERSEY,B1447,0.0625,13/07/1986,29/07/1986,16
307,JERSEY,B1487,0.0625,14/08/1986,16/08/1986,2
308,CHESTER,4047,0.125,16/08/1986,31/12/1993,2694
309,JERSEY,B1493,0.125,17/08/1986,18/08/1986,1
310,JERSEY,B1499,0.0625,04/09/1986,14/10/1986,40
319,BLACKRIVE,384,0.0781,26/10/1986,15/03/1993,2332
331,LEEDS,95/035,0.2813,27/04/1987,02/12/1999,4602
334,JERSEY,B1778,0.125,16/07/1987,23/07/1987,7
335,CHESTER,3634,0.125,16/07/1987,23/03/1991,1346
337,CHESTER,4226,0.0625,25/07/1987,29/05/1998,3961
338,PITTS CA,4195,0.1016,05/08/1987,14/11/1999,4484
342,JERSEY,B1793,0.1016,02/09/1987,12/02/1989,529
344,JERSEY,B1799,0.1016,19/09/1987,26/09/1987,7
345,PAIGNTON,1253,0.0625,19/09/1987,04/05/2004,6072
346,JERSEY,B1803,0.1016,29/09/1987,06/10/1987,7
348,BLACKRIVE,______,0.1016,20/10/1987,25/10/1992,1832
349,PAIGNTON,1255,0.1016,21/10/1987,21/10/1989,731
350,JERSEY,B1822,0.125,28/10/1987,01/11/1987,4
351,JERSEY,B1825,0.1016,09/11/1987,29/11/1987,20
352,JERSEY,B2616,0.2109,12/11/1987,21/10/1996,3266
353,WALSRODE,______,0.1016,19/11/1987,31/10/1991,1442
356,EVANSVLLE,294053,0.1016,09/02/1988,08/10/1997,3529
357,PAIGNTON,1549,0.1016,19/02/1988,01/04/1992,1503
362,JERSEY,B1874,0.1016,30/04/1988,30/04/1988,0
363,JERSEY,B1877,0.1016,02/05/1988,11/05/1988,9
364,BLACKRIVE,______,0.1016,11/05/1988,19/05/1990,738
365,JERSEY,B1924,0.1016,28/05/1988,04/05/1989,341
366,WALSRODE,______,0.1016,04/06/1988,04/01/1991,944
367,JERSEY,B1971,0.1016,14/06/1988,15/04/1990,670
368,CHESTER,3865,0.1016,26/06/1988,09/04/1997,3209
373,CHARD,MPP3,0.125,07/08/1988,12/01/1992,1253
375,BROWNSVIL,6265,0.1914,21/08/1988,12/01/2002,4892
376,NY BRONX,902090,0.125,03/09/1988,21/05/1990,625
377,JERSEY,B2062,0.125,04/09/1988,04/09/1988,0
378,PAULTONSP,378,0.1914,12/09/1988,03/12/1998,3734
379,JERSEY,B2082,0.2813,12/09/1988,13/09/1988,1
380,JERSEY,B2083,0.2813,12/09/1988,13/09/1988,1
383,BLACKRIVE,408,0.1641,30/09/1988,31/12/1990,822
385,JERSEY,B2079,0.1914,25/10/1988,27/10/1988,2
386,BLACKRIVE,410,0.0781,06/11/1988,21/10/1989,349
387,PAIGNTON,1254,0.125,06/11/1988,24/09/1989,322
396,CHARD,MPP5,0.1992,05/02/1989,16/06/1990,496
397,PAIGNTON,2468,0.1484,22/02/1989,01/01/2004,5426
398,PAIGNTON,1550,0.125,05/03/1989,25/08/1991,903
399,JERSEY,B2140,0.1484,08/03/1989,31/03/1989,23
400,CLERES,C99017,0.1484,14/03/1989,22/07/2000,4148
401,JERSEY,B2150,0.125,18/04/1989,01/05/1989,13
402,HAYLE,S457,0.0625,07/05/1989,16/10/1990,527
403,JERSEY,B2173,0.0625,10/05/1989,22/05/1989,12
404,TWYCROSS,3239,0.0625,21/05/1989,06/03/2000,3942
405,CHESTER,4049,0,13/06/1989,21/11/1990,526
406,ANTWERP,11857C,0,14/06/1989,09/02/2003,4988
408,JERSEY,B2279,0.0625,23/06/1989,04/08/1989,42
409,FARNHAM,5699,0.0625,01/07/1989,08/09/2010,7739
410,ALPHEN,3107,0,08/07/1989,02/02/1994,1670
411,JERSEY,B2306,0.0625,14/07/1989,16/07/1989,2
412,JURONG,J42,0,10/07/1989,01/01/2001,4193
413,MEMPHIS,14350,0.1953,11/08/1989,02/12/1998,3400
414,HAYLE,S460,0.1953,13/08/1989,11/03/1998,3132
415,BROWNSVIL,5623,0.0625,08/08/1989,12/05/1994,1738
416,LAKELND O,B28,0.0625,09/08/1989,13/10/2005,5909
417,HAYLE,S788,0.1953,19/09/1989,20/04/1998,3135
418,JERSEY,B2345,0.1953,20/09/1989,22/09/1989,2
419,CASELA,______,0,09/10/1989,17/07/1991,646
421,BLACKRIVE,______,0.1953,21/11/1989,19/05/1990,179
422,JERSEY,B2356,0.2578,27/11/1989,08/08/1990,254
423,JERSEY,B2357,0.3242,02/12/1989,05/12/1989,3
424,JERSEY,B2362,0.3242,18/12/1989,21/06/1990,185
425,JERSEY,B2363,0.3242,20/12/1989,16/05/1990,147
426,CHESTER,3300A,0.0625,02/08/1988,09/08/1988,7
557,CHARD,587,0.125,29/09/1988,15/10/1997,3303
581,JERSEY,B3065,0.0156,30/03/1989,07/09/1994,1987
583,JERSEY,B3865,0.2266,03/11/1989,07/05/1997,2742
589,JERSEY,B3849,0,02/01/1990,05/11/1998,3229
590,JERSEY,B3850,0,28/01/1990,08/06/2000,3784
591,ALPHEN,5633,0.1992,01/02/1990,08/02/1999,3294
592,JERSEY,B3063,0,07/02/1990,02/03/2001,4041
593,JERSEY,B3851,0,08/02/1990,06/02/2002,4381
594,BLACKRIVE,459,0.1992,09/02/1990,19/05/1990,99
595,JERSEY,B2366,0.1992,17/02/1990,19/02/1990,2
596,KRAAIFONT,950283,0.1992,01/03/1990,19/12/1995,2119
597,BLACKRIVE,460,0.1992,04/03/1990,19/05/1990,76
599,BLACKRIVE,461,0.126,12/03/1990,19/05/1990,68
600,KRAAIFONT,950286,0.1992,16/03/1990,20/03/2000,3657
601,LAKELND O,B35,0.1973,19/03/1990,26/07/1997,2686
602,BLACKRIVE,462,0.126,26/03/1990,19/05/1990,54
603,ANTWERP,11857D,0.1973,31/03/1990,16/10/2003,4947
604,JERSEY,B2380,0.1973,02/04/1990,18/04/1990,16
605,JERSEY,B2381,0.126,06/04/1990,08/04/1990,2
606,JERSEY,B2382,0.126,07/04/1990,08/04/1990,1
608,CHESTER,4803,0.1992,14/04/1990,21/06/1993,1164
610,JERSEY,B3852,0,30/04/1990,07/01/2002,4270
611,UNKNOWN,PP2,0.126,08/05/1990,01/02/1999,3191
612,ALPHEN,5632,0.126,12/05/1990,12/12/1997,2771
613,BRISTOL,7660,0.126,26/05/1990,03/02/2003,4636
615,JERSEY,B2498,0.1348,11/06/1990,04/07/1992,754
619,ANTWERP,11857B,0.1348,14/06/1990,08/02/1995,1700
622,JERSEY,B2529,0.1348,26/06/1990,31/08/1990,66
623,AVIORNIS,______,0.0215,29/06/1990,16/11/1996,2332
624,LOTHERTON,EX0006,0.0215,30/06/1990,20/05/1996,2151
625,ANTWERP,11857F,0.126,07/07/1990,21/10/1997,2663
626,CHESTER,4094,0.1016,08/07/1990,05/08/1990,28
627,JERSEY,B2552,0.0215,09/07/1990,21/07/1991,377
629,BELFAST,995,0.1348,16/07/1990,23/12/1994,1621
630,ROTTERDAM,403427,0.0215,20/07/1990,11/07/1996,2183
631,JERSEY,B2586,0.0215,30/07/1990,20/01/1993,905
632,ANTWERP,11857E,0,05/08/1990,18/05/1993,1017
633,ANTWERP,11857A,0.0215,10/08/1990,28/09/1994,1510
634,CHESTER,4132,0.126,11/08/1990,16/08/1990,5
635,ALPHEN,3108,0.0215,22/08/1990,18/12/1998,3040
636,ANTWERP,12662B,0.0215,06/09/1990,10/12/1999,3382
637,JERSEY,B2608,0.0215,08/09/1990,12/09/1990,4
638,JERSEY,B2630,0.0215,17/09/1990,14/12/1996,2280
639,JERSEY,B2621,0,25/09/1990,25/09/1990,0
640,JERSEY,B2623,0.0137,30/09/1990,02/10/1990,2
642,JERSEY,B3064,0.0137,13/10/1990,08/11/1994,1487
645,BELFAST,2006,0,19/10/1990,25/10/1997,2563
646,HOUSTON,15037,0,20/10/1990,02/09/2000,3605
660,ST LOUIS,940440,0,23/03/1991,23/06/1998,2649
662,JERSEY,B2682,0.1396,18/04/1991,21/06/1991,64
663,LEEDS,92/210,0.0422,21/04/1991,12/02/1993,663
664,JERSEY,B2688,0.0625,24/04/1991,18/08/1994,1212
667,PUBLIC,______,0.0625,16/05/1991,06/01/1999,2792
670,ALPHEN,3106,0.1396,19/06/1991,08/12/1993,903
671,JERSEY,B2762,0.0708,22/06/1991,23/06/1991,1
673,ROTTERDAM,403683,0.0625,28/06/1991,25/09/2006,5568
674,NY BRONX,942042,0.0625,28/06/1991,12/05/1994,1049
675,JERSEY,B2805,0.0708,14/07/1991,10/09/1991,58
676,LEEDS,93/233,0.0708,17/07/1991,20/04/1994,1008
677,TWYCROSS,B225,0.1431,02/08/1991,01/01/1997,1979
678,CHARD,MPP8,0.3125,05/08/1991,08/08/1991,3
679,CHESTER,4778,0.1392,06/08/1991,01/03/2001,3495
680,LOTHERTON,EX0029,0.0918,11/08/1991,08/06/2000,3224
681,SD-WAP,806054,0.1396,12/08/1991,27/04/2006,5372
682,PAIGNTON,2148,0.0791,13/08/1991,18/08/1998,2562
683,TWYCROSS,B224,0.1431,15/08/1991,10/01/1999,2705
684,JERSEY,B2853,0.1431,30/08/1991,30/08/1991,0
685,CHESTER,940096,0.1431,09/09/1991,24/08/1994,1080
686,CHARD,MPP9,0.3125,12/09/1991,13/09/1991,1
687,JERSEY,B2860,0.1431,28/09/1991,29/10/1991,31
692,JERSEY,B2871,0.0625,29/01/1992,02/02/1992,4
694,LEEDS,93/230,0.0625,05/02/1992,04/01/1994,699
695,JERSEY,B2873,0.0625,07/02/1992,16/02/1992,9
696,HOUSTON,15036,0.0625,13/02/1992,25/05/1994,832
697,JERSEY,B2875,0.0625,22/02/1992,04/04/1992,42
698,MEMPHIS,14351,0.0625,03/03/1992,29/04/1994,787
699,MOODY,3092,0.0625,12/03/1992,25/09/2008,6041
700,JERSEY,B2884,0.1,26/03/1992,18/04/1992,23
701,JERSEY,B2886,0.1095,29/03/1992,07/04/1992,9
702,LEEDS,93/232,0.1095,06/04/1992,12/09/1994,889
703,BROWNSVIL,5622,0.1,15/04/1992,30/05/1994,775
704,LEEDS,96/092,0.1,16/04/1992,06/10/1998,2364
705,JERSEY,B2899,0.1312,22/04/1992,22/04/1992,0
707,KOLN,B2473,0.0718,30/04/1992,14/05/1998,2205
708,JERSEY,B2915,0.0718,30/04/1992,31/12/1992,245
709,CHARD,MPP11,0.1299,06/05/1992,09/05/1992,3
710,LEEDS,94/172,0.1299,07/05/1992,03/04/2009,6175
712,PUBLIC,______,0.1,09/05/1992,13/01/1999,2440
713,RIO GRAND,B22328,0.1,09/05/1992,20/07/1995,1167
714,LEEDS,93/038,0.0718,15/05/1992,20/04/1993,340
717,JERSEY,B2947,0.0718,31/05/1992,12/04/1995,1046
718,ROTTERDAM,403428,0.0718,11/06/1992,27/10/1994,868
720,LEEDS,93/039,0.1,15/06/1992,14/01/2002,3500
721,JERSEY,B2967,0.1276,22/06/1992,25/07/1992,33
722,ALPHEN,3105,0.1276,02/07/1992,10/08/1999,2595
723,JERSEY,B2989,0.0791,12/07/1992,13/07/1992,1
725,PLAINE LI,______,0.0791,04/08/1992,12/11/1992,100
726,ANTWERP,12142,0.0547,09/08/1992,16/06/1994,676
727,JERSEY,B3070,0,11/08/1992,04/07/1993,327
729,PLAINE LI,______,0.1276,13/08/1992,12/11/1992,91
731,AVIORNIS,______,0.1675,15/08/1992,01/12/2000,3030
732,LOTHERTON,EX0032,0.1276,11/08/1992,08/06/1999,2492
733,CLERES,C99016,0.064,26/08/1992,09/05/2000,2813
734,AVIORNIS,______,0.064,27/08/1992,12/04/1997,1689
735,PLAINE LI,______,0.0791,27/08/1992,12/11/1992,77
736,JERSEY,B3013,0.064,04/09/1992,30/09/1992,26
737,EVANSVLLE,202002,0.064,18/09/1992,24/11/2007,5545
742,JERSEY,B3068,0,07/11/1992,20/01/1999,2265
745,JERSEY,B3037,0.1602,13/11/1992,27/11/1992,14
747,MEMPHIS,14352,0.064,25/11/1992,15/12/1999,2576
752,AVIORNIS,______,0.064,21/12/1992,01/12/2000,2902
753,JERSEY,B3069,0,24/12/1992,02/03/2007,5181
754,MAURITIUS,NONE,0,01/01/1976,22/10/1982,2486
755,HOUSTON,13005,0,08/11/1977,10/08/1995,6484
756,BROWNSVIL,4466,0,01/01/1979,01/02/1993,5145
757,HALL L,NONE,0,01/01/1979,26/06/1985,2368
758,RIO GRAND,20757,0,01/01/1979,08/06/1992,4907
759,RIO GRAND,20758,0,01/01/1979,21/08/1983,1693
760,HALL L,______,0,01/01/1979,26/06/1985,2368
761,RIO GRAND,20760,0,01/01/1979,01/04/1994,5569
762,HALL L,______,0,01/01/1979,26/06/1985,2368
763,HOUSTON,14596,0,01/01/1979,21/12/1993,5468
764,OMAHA,5468,0,11/10/1980,02/06/1990,3521
765,ST LOUIS,185058,0,27/08/1981,08/02/1990,3087
766,NY BRONX,822140,0,10/11/1981,30/11/1984,1116
767,OMAHA,5469,0,30/01/1982,18/08/1993,4218
768,NY BRONX,822502,0.0625,28/08/1982,30/08/1982,2
769,NY BRONX,822521,0.0625,20/09/1982,22/09/1982,2
770,NY BRONX,822587,0.0625,07/12/1982,07/12/1982,0
771,NY BRONX,822590,0.0625,17/12/1982,22/12/1982,5
772,NY BRONX,832010,0.0625,05/01/1983,30/01/1983,25
773,NY BRONX,832029,0.0625,02/03/1983,08/03/1983,6
774,NY BRONX,832054,0.0625,05/04/1983,08/04/1983,3
775,NY BRONX,832928,0.0625,23/06/1983,13/07/1983,20
776,NY BRONX,832332,0.0625,24/06/1983,03/07/1983,9
777,RIO GRAND,B21611,0.0625,14/07/1983,31/12/1989,2362
778,NY BRONX,832410,0.0625,14/07/1983,24/07/1983,10
779,NY BRONX,832465,0.0625,08/08/1983,08/08/1983,0
780,NY BRONX,832509,0.0625,01/09/1983,10/12/1985,831
781,NY BRONX,832534,0.0625,01/10/1983,01/10/1983,0
782,NY BRONX,832545,0.0625,09/10/1983,03/11/1983,25
783,NY BRONX,832546,0.0625,17/10/1983,20/10/1983,3
784,ST LOUIS,185059,0.0625,27/10/1983,31/10/1994,4022
785,NY BRONX,832559,0.0625,31/10/1983,06/11/1983,6
787,NY BRONX,832582,0.0625,19/12/1983,19/12/1983,0
788,NY BRONX,832584,0.0625,20/12/1983,23/12/1983,3
790,NY BRONX,842111,0.0625,07/04/1984,05/05/1984,28
794,NY BRONX,842139,0.0625,04/05/1984,04/05/1984,0
798,NY BRONX,842348,0.0313,31/05/1984,31/05/1984,0
806,KRAAIFONT,950282,0,29/03/1985,23/11/1995,3891
809,KRAAIFONT,950285,0,03/06/1985,05/10/1995,3776
810,ST LOUIS,186169,0.125,11/07/1985,27/10/1992,2665
811,NY BRONX,852253,0.1094,14/07/1985,18/07/1985,4
813,NY BRONX,852390,0.1094,16/09/1985,22/09/1986,371
814,NY BRONX,852401,0.1094,24/09/1985,27/09/1985,3
815,NY BRONX,852402,0.1094,03/10/1985,05/10/1985,2
817,NY BRONX,852426,0.1094,28/10/1985,01/11/1985,4
818,ST LOUIS,186168,0.2813,16/12/1985,29/08/1986,256
819,NY BRONX,852471,0.2813,17/12/1985,11/02/1993,2613
823,BROWNSVIL,5590,0.1094,06/04/1986,19/02/1996,3606
824,HOUSTON,6498,0.2109,17/06/1986,21/06/1986,4
826,JURONG,J39,0,11/10/1986,11/03/1987,151
827,NY BRONX,862547,0.1094,26/10/1986,28/10/1986,2
828,JURONG,J40,0,26/10/1986,18/11/1991,1849
829,JURONG,J41,0,27/10/1986,18/02/1989,845
831,NY BRONX,872161,0.1094,12/08/1987,22/09/1991,1502
832,JERSEY,B1796,0.1016,09/09/1987,12/11/1987,64
833,NY BRONX,872201,0.1094,30/09/1987,09/10/1987,9
835,KRAAIFONT,950281,0,20/10/1987,22/03/2000,4537
836,KRAAIFONT,950287,0,01/01/1988,06/06/1995,2713
837,NY BRONX,882044,0.1094,20/03/1988,23/03/1988,3
838,NY BRONX,882045,0.1094,21/03/1988,21/03/1988,0
839,KANSASCTY,202350,0.2109,21/03/1988,27/10/1990,950
840,LOWRY,203004,0.1094,13/07/1988,10/09/1997,3346
841,HOUSTON,10322,0.2109,28/07/1988,12/08/1988,15
842,HOUSTON,10455,0.2109,17/10/1988,17/10/1988,0
844,HOUSTON,10755,0.2109,20/11/1988,22/11/1988,2
845,NY BRONX,882339,0.1094,06/12/1988,08/12/1988,2
846,HOUSTON,10805,0.2109,06/12/1988,19/12/1988,13
847,HOUSTON,11124,0.2109,10/02/1989,11/02/1989,1
848,NY BRONX,892035,0.1094,16/02/1989,18/02/1989,2
849,NY BRONX,892041,0.1094,12/03/1989,15/03/1989,3
850,NY BRONX,892110,0,05/04/1989,09/04/1989,4
852,NY BRONX,892239,0.1094,22/06/1989,20/09/1989,90
855,ST LOUIS,189429,0.0781,24/12/1989,26/12/1989,2
856,ST LOUIS,190001,0.0781,02/01/1990,04/01/1990,2
857,PAIGNTON,1786,0.1914,02/06/1990,02/06/1990,0
860,CENTRALPK,946073,0.0879,14/10/1990,15/09/1995,1797
861,HOUSTON,12613,0.0879,15/10/1990,21/10/1990,6
862,HOUSTON,12643,0.0879,10/11/1990,04/08/1993,998
863,ST LOUIS,190419,0.1094,06/12/1990,20/12/1999,3301
864,HOUSTON,12701,0.0879,12/01/1991,15/01/1991,3
865,HOUSTON,12803,0.0879,07/04/1991,07/04/1991,0
866,OMAHA,6723,0.0879,26/04/1991,04/04/1996,1805
867,HOUSTON,12847,0.0879,27/04/1991,30/04/1991,3
868,HAYLE,S479,0.1392,06/05/1991,06/05/1991,0
869,LANDRY G,______,0.0879,01/06/1991,27/11/1991,179
870,EVANSVLLE,291059,0.0879,02/06/1991,23/08/1992,448
871,HAYLE,S490,0.1392,03/06/1991,04/06/1991,1
872,HOUSTON,12984,0.0879,24/06/1991,26/06/1991,2
873,HAYLE,S517,0.1392,28/10/1991,04/11/1991,7
874,TRACY AV,980075,0.0879,07/11/1991,25/11/2011,7323
875,SAN ANTON,930621,0.0879,12/12/1991,03/02/1994,784
876,HOUSTON,13352,0.0879,09/01/1992,11/01/1992,2
877,HOUSTON,13353,0.0879,10/01/1992,11/01/1992,1
878,AUDUBON,1825,0.0879,04/02/1992,26/02/1993,388
879,NY BRONX,922016,0.2578,20/03/1992,10/04/1992,21
880,HAYLE,S527,0.1392,26/04/1992,26/04/1992,0
881,RIO GRAND,B22196,0.0879,27/04/1992,18/09/1999,2700
882,HOUSTON,13607,0.0879,08/05/1992,09/05/1992,1
883,AKRON,100781,0.0879,19/05/1992,19/05/2018,9496
884,HOUSTON,13656,0.0879,20/05/1992,23/05/1992,3
886,NY BRONX,922105,0.2578,13/06/1992,15/06/1992,2
887,JERSEY,B2982,0.1,03/07/1992,04/07/1992,1
888,BLACKRIVE,482,0,12/07/1992,03/09/1993,418
889,JERSEY,B3854,0,11/08/1992,29/08/2002,3670
891,SAN ANTON,U03017,0.0879,27/10/1992,02/12/2006,5149
892,CENTRALPK,932048,0.0879,12/11/1992,04/08/1997,1726
893,HOUSTON,14108,0.0879,13/11/1992,30/03/1993,137
894,SEDGWICK,8162,0.0879,13/12/1992,12/06/2001,3103
897,JERSEY,B3041,0.064,24/12/1992,24/12/1992,0
898,JERSEY,B3043,0.064,01/01/1993,13/01/1993,12
899,BELFAST,2007,0,04/01/1993,20/11/1996,1416
900,JERSEY,B3067,0,22/01/1993,04/07/2002,3450
901,JERSEY,B3045,0.064,23/01/1993,31/01/1993,8
902,HOUSTON,14191,0.0879,29/01/1993,10/10/1993,254
903,JERSEY,B3066,0,10/02/1993,29/03/1993,47
904,DUBLIN,97B030,0.064,22/02/1993,28/06/1999,2317
906,NY BRONX,942041,0.064,29/03/1993,26/09/1999,2372
907,LOTHERTON,EX0007,0.064,06/04/1993,04/02/1997,1400
908,ROTTERDAM,403684,0.064,13/04/1993,31/10/1997,1662
909,JERSEY,B3085,0.1277,18/04/1993,19/04/1993,1
910,ANTWERP,12662A,0.1277,28/04/1993,11/11/2005,4580
911,CHESTER,940569,0.064,02/05/1993,27/10/2001,3100
